userId	geneSymbol	geneName	entrezgene	gLink
ADI1	ADI1	acireductone dioxygenase 1	55256	https://www.ncbi.nlm.nih.gov/gene/?term=55256
APOBEC3A	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	200315	https://www.ncbi.nlm.nih.gov/gene/?term=200315
APOBR	APOBR	apolipoprotein B receptor	55911	https://www.ncbi.nlm.nih.gov/gene/?term=55911
APOC3	APOC3	apolipoprotein C3	345	https://www.ncbi.nlm.nih.gov/gene/?term=345
BSDC1	BSDC1	BSD domain containing 1	55108	https://www.ncbi.nlm.nih.gov/gene/?term=55108
CDT1	CDT1	chromatin licensing and DNA replication factor 1	81620	https://www.ncbi.nlm.nih.gov/gene/?term=81620
CISH	CISH	cytokine inducible SH2 containing protein	1154	https://www.ncbi.nlm.nih.gov/gene/?term=1154
CMTM6	CMTM6	CKLF like MARVEL transmembrane domain containing 6	54918	https://www.ncbi.nlm.nih.gov/gene/?term=54918
CPEB2	CPEB2	cytoplasmic polyadenylation element binding protein 2	132864	https://www.ncbi.nlm.nih.gov/gene/?term=132864
DCTN6	DCTN6	dynactin subunit 6	10671	https://www.ncbi.nlm.nih.gov/gene/?term=10671
DSG1	DSG1	desmoglein 1	1828	https://www.ncbi.nlm.nih.gov/gene/?term=1828
ERICH1	ERICH1	glutamate rich 1	157697	https://www.ncbi.nlm.nih.gov/gene/?term=157697
FZD8	FZD8	frizzled class receptor 8	8325	https://www.ncbi.nlm.nih.gov/gene/?term=8325
GSTA3	GSTA3	glutathione S-transferase alpha 3	2940	https://www.ncbi.nlm.nih.gov/gene/?term=2940
HHIPL1	HHIPL1	HHIP like 1	84439	https://www.ncbi.nlm.nih.gov/gene/?term=84439
IQCE	IQCE	IQ motif containing E	23288	https://www.ncbi.nlm.nih.gov/gene/?term=23288
KANSL1L	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	151050	https://www.ncbi.nlm.nih.gov/gene/?term=151050
KRT12	KRT12	keratin 12	3859	https://www.ncbi.nlm.nih.gov/gene/?term=3859
LAMA3	LAMA3	laminin subunit alpha 3	3909	https://www.ncbi.nlm.nih.gov/gene/?term=3909
MAP1S	MAP1S	microtubule associated protein 1S	55201	https://www.ncbi.nlm.nih.gov/gene/?term=55201
MEN1	MEN1	menin 1	4221	https://www.ncbi.nlm.nih.gov/gene/?term=4221
MFSD4B	MFSD4B	major facilitator superfamily domain containing 4B	91749	https://www.ncbi.nlm.nih.gov/gene/?term=91749
MGMT	MGMT	O-6-methylguanine-DNA methyltransferase	4255	https://www.ncbi.nlm.nih.gov/gene/?term=4255
MIOS	MIOS	meiosis regulator for oocyte development	54468	https://www.ncbi.nlm.nih.gov/gene/?term=54468
MMP26	MMP26	matrix metallopeptidase 26	56547	https://www.ncbi.nlm.nih.gov/gene/?term=56547
MYO7A	MYO7A	myosin VIIA	4647	https://www.ncbi.nlm.nih.gov/gene/?term=4647
NAA80	NAA80	N(alpha)-acetyltransferase 80, NatH catalytic subunit	24142	https://www.ncbi.nlm.nih.gov/gene/?term=24142
NELFA	NELFA	negative elongation factor complex member A	7469	https://www.ncbi.nlm.nih.gov/gene/?term=7469
NKPD1	NKPD1	NTPase KAP family P-loop domain containing 1	284353	https://www.ncbi.nlm.nih.gov/gene/?term=284353
NTN5	NTN5	netrin 5	126147	https://www.ncbi.nlm.nih.gov/gene/?term=126147
NTNG2	NTNG2	netrin G2	84628	https://www.ncbi.nlm.nih.gov/gene/?term=84628
OR4M1	OR4M1	olfactory receptor family 4 subfamily M member 1	441670	https://www.ncbi.nlm.nih.gov/gene/?term=441670
P2RX6	P2RX6	purinergic receptor P2X 6	9127	https://www.ncbi.nlm.nih.gov/gene/?term=9127
PF4	PF4	platelet factor 4	5196	https://www.ncbi.nlm.nih.gov/gene/?term=5196
PLEC	PLEC	plectin	5339	https://www.ncbi.nlm.nih.gov/gene/?term=5339
POC5	POC5	POC5 centriolar protein	134359	https://www.ncbi.nlm.nih.gov/gene/?term=134359
POLR1B	POLR1B	RNA polymerase I subunit B	84172	https://www.ncbi.nlm.nih.gov/gene/?term=84172
PRSS12	PRSS12	serine protease 12	8492	https://www.ncbi.nlm.nih.gov/gene/?term=8492
PRX	PRX	periaxin	57716	https://www.ncbi.nlm.nih.gov/gene/?term=57716
RADX	RADX	RPA1 related single stranded DNA binding protein, X-linked	55086	https://www.ncbi.nlm.nih.gov/gene/?term=55086
RAPGEF4	RAPGEF4	Rap guanine nucleotide exchange factor 4	11069	https://www.ncbi.nlm.nih.gov/gene/?term=11069
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050	https://www.ncbi.nlm.nih.gov/gene/?term=6050
RTEL1	RTEL1	regulator of telomere elongation helicase 1	51750	https://www.ncbi.nlm.nih.gov/gene/?term=51750
SACS	SACS	sacsin molecular chaperone	26278	https://www.ncbi.nlm.nih.gov/gene/?term=26278
SBK2	SBK2	SH3 domain binding kinase family member 2	646643	https://www.ncbi.nlm.nih.gov/gene/?term=646643
SERPINA1	SERPINA1	serpin family A member 1	5265	https://www.ncbi.nlm.nih.gov/gene/?term=5265
SERPINE3	SERPINE3	serpin family E member 3	647174	https://www.ncbi.nlm.nih.gov/gene/?term=647174
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799	https://www.ncbi.nlm.nih.gov/gene/?term=92799
SOX13	SOX13	SRY-box 13	9580	https://www.ncbi.nlm.nih.gov/gene/?term=9580
SPINDOC	SPINDOC	spindlin interactor and repressor of chromatin binding	144097	https://www.ncbi.nlm.nih.gov/gene/?term=144097
TACC3	TACC3	transforming acidic coiled-coil containing protein 3	10460	https://www.ncbi.nlm.nih.gov/gene/?term=10460
TFPI	TFPI	tissue factor pathway inhibitor	7035	https://www.ncbi.nlm.nih.gov/gene/?term=7035
THG1L	THG1L	tRNA-histidine guanylyltransferase 1 like	54974	https://www.ncbi.nlm.nih.gov/gene/?term=54974
TIRAP	TIRAP	TIR domain containing adaptor protein	114609	https://www.ncbi.nlm.nih.gov/gene/?term=114609
TMEM184A	TMEM184A	transmembrane protein 184A	202915	https://www.ncbi.nlm.nih.gov/gene/?term=202915
TRPM1	TRPM1	transient receptor potential cation channel subfamily M member 1	4308	https://www.ncbi.nlm.nih.gov/gene/?term=4308
TXNRD2	TXNRD2	thioredoxin reductase 2	10587	https://www.ncbi.nlm.nih.gov/gene/?term=10587
UBFD1	UBFD1	ubiquitin family domain containing 1	56061	https://www.ncbi.nlm.nih.gov/gene/?term=56061
VRK2	VRK2	VRK serine/threonine kinase 2	7444	https://www.ncbi.nlm.nih.gov/gene/?term=7444
WIPF1	WIPF1	WAS/WASL interacting protein family member 1	7456	https://www.ncbi.nlm.nih.gov/gene/?term=7456
