userId	geneSymbol	geneName	entrezgene	gLink
ADAM2	ADAM2	ADAM metallopeptidase domain 2	2515	https://www.ncbi.nlm.nih.gov/gene/?term=2515
ADM	ADM	adrenomedullin	133	https://www.ncbi.nlm.nih.gov/gene/?term=133
AHSP	AHSP	alpha hemoglobin stabilizing protein	51327	https://www.ncbi.nlm.nih.gov/gene/?term=51327
AKNAD1	AKNAD1	AKNA domain containing 1	254268	https://www.ncbi.nlm.nih.gov/gene/?term=254268
ANTXRL	ANTXRL	ANTXR like	195977	https://www.ncbi.nlm.nih.gov/gene/?term=195977
ASXL3	ASXL3	ASXL transcriptional regulator 3	80816	https://www.ncbi.nlm.nih.gov/gene/?term=80816
BANK1	BANK1	B cell scaffold protein with ankyrin repeats 1	55024	https://www.ncbi.nlm.nih.gov/gene/?term=55024
BHMT2	BHMT2	betaine--homocysteine S-methyltransferase 2	23743	https://www.ncbi.nlm.nih.gov/gene/?term=23743
CATSPERE	CATSPERE	catsper channel auxiliary subunit epsilon	257044	https://www.ncbi.nlm.nih.gov/gene/?term=257044
CCDC113	CCDC113	coiled-coil domain containing 113	29070	https://www.ncbi.nlm.nih.gov/gene/?term=29070
CCL16	CCL16	C-C motif chemokine ligand 16	6360	https://www.ncbi.nlm.nih.gov/gene/?term=6360
CCL18	CCL18	C-C motif chemokine ligand 18	6362	https://www.ncbi.nlm.nih.gov/gene/?term=6362
CD6	CD6	CD6 molecule	923	https://www.ncbi.nlm.nih.gov/gene/?term=923
CHM	CHM	CHM, Rab escort protein 1	1121	https://www.ncbi.nlm.nih.gov/gene/?term=1121
CLEC4A	CLEC4A	C-type lectin domain family 4 member A	50856	https://www.ncbi.nlm.nih.gov/gene/?term=50856
COP1	COP1	COP1, E3 ubiquitin ligase	64326	https://www.ncbi.nlm.nih.gov/gene/?term=64326
CPLANE1	CPLANE1	ciliogenesis and planar polarity effector 1	65250	https://www.ncbi.nlm.nih.gov/gene/?term=65250
CSF3R	CSF3R	colony stimulating factor 3 receptor	1441	https://www.ncbi.nlm.nih.gov/gene/?term=1441
CSTL1	CSTL1	cystatin like 1	128817	https://www.ncbi.nlm.nih.gov/gene/?term=128817
DLEC1	DLEC1	DLEC1, cilia and flagella associated protein	9940	https://www.ncbi.nlm.nih.gov/gene/?term=9940
DMAC2	DMAC2	distal membrane arm assembly complex 2	55101	https://www.ncbi.nlm.nih.gov/gene/?term=55101
