SUPER1	gene_26	1
SUPER1	gene_29	2
SUPER1	gene_90	3
SUPER1	gene_106	4
SUPER1	gene_169	5
SUPER1	gene_316	6
SUPER1	gene_328	7
SUPER1	gene_380	8
SUPER1	gene_398	9
SUPER1	gene_425	10
SUPER1	gene_430	11
SUPER1	gene_442	12
SUPER1	gene_450	13
SUPER1	gene_462	14
SUPER1	gene_473	15
SUPER1	gene_474	16
SUPER1	gene_475	17
SUPER1	gene_537	18
SUPER1	gene_581	19
SUPER1	gene_582	20
SUPER1	gene_596	21
SUPER1	gene_598	22
SUPER1	gene_602	23
SUPER1	gene_621	24
SUPER1	gene_643	25
SUPER1	gene_653	26
SUPER1	gene_670	27
SUPER1	gene_672	28
SUPER1	gene_691	29
SUPER1	gene_699	30
SUPER1	gene_700	31
SUPER1	gene_725	32
SUPER1	gene_730	33
SUPER1	gene_748	34
SUPER1	gene_749	35
SUPER1	gene_793	36
SUPER1	gene_795	37
SUPER1	gene_825	38
SUPER1	gene_833	39
SUPER1	gene_838	40
SUPER1	gene_844	41
SUPER1	gene_845	42
SUPER1	gene_857	43
SUPER1	gene_878	44
SUPER1	gene_922	45
SUPER1	gene_943	46
SUPER1	gene_969	47
SUPER1	gene_970	48
SUPER1	gene_978	49
SUPER1	gene_983	50
SUPER1	gene_1023	51
SUPER1	gene_1115	52
SUPER1	gene_1128	53
SUPER1	gene_1131	54
SUPER1	gene_1134	55
SUPER1	gene_1135	56
SUPER1	gene_1197	57
SUPER1	gene_1221	58
SUPER1	gene_1225	59
SUPER1	gene_1227	60
SUPER1	gene_1256	61
SUPER1	gene_1257	62
SUPER1	gene_1266	63
SUPER1	gene_1275	64
SUPER1	gene_1277	65
SUPER1	gene_1278	66
SUPER1	gene_1292	67
SUPER1	gene_1300	68
SUPER1	gene_1322	69
SUPER1	gene_1371	70
SUPER1	gene_1389	71
SUPER1	gene_1391	72
SUPER1	gene_1392	73
SUPER1	gene_1404	74
SUPER1	gene_1405	75
SUPER1	gene_1408	76
SUPER1	gene_1410	77
SUPER1	gene_1435	78
SUPER1	gene_1443	79
SUPER1	gene_1465	80
SUPER1	gene_1486	81
SUPER1	gene_1491	82
SUPER1	gene_1492	83
SUPER1	gene_1502	84
SUPER1	gene_1510	85
SUPER1	gene_1513	86
SUPER1	gene_1553	87
SUPER1	gene_1554	88
SUPER1	gene_1570	89
SUPER1	gene_1581	90
SUPER1	gene_1592	91
SUPER1	gene_1612	92
SUPER1	gene_1621	93
SUPER1	gene_1626	94
SUPER1	gene_1627	95
SUPER1	gene_1631	96
SUPER1	gene_1635	97
SUPER1	gene_1640	98
SUPER1	gene_1645	99
SUPER1	gene_1665	100
SUPER1	gene_1673	101
SUPER1	gene_1748	102
SUPER1	gene_1751	103
SUPER1	gene_1770	104
SUPER1	gene_1782	105
SUPER1	gene_1789	106
SUPER1	gene_1796	107
SUPER1	gene_1857	108
SUPER1	gene_1881	109
SUPER1	gene_1908	110
SUPER1	gene_1916	111
SUPER1	gene_1922	112
SUPER1	gene_1925	113
SUPER1	gene_1926	114
SUPER1	gene_1932	115
SUPER1	gene_1939	116
