userId	geneSymbol	geneName	entrezgene	gLink
ANKRD35	ANKRD35	ankyrin repeat domain 35	148741	https://www.ncbi.nlm.nih.gov/gene/?term=148741
AP2A2	AP2A2	adaptor related protein complex 2 subunit alpha 2	161	https://www.ncbi.nlm.nih.gov/gene/?term=161
ARHGEF40	ARHGEF40	Rho guanine nucleotide exchange factor 40	55701	https://www.ncbi.nlm.nih.gov/gene/?term=55701
CDIPT	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	10423	https://www.ncbi.nlm.nih.gov/gene/?term=10423
CLIP4	CLIP4	CAP-Gly domain containing linker protein family member 4	79745	https://www.ncbi.nlm.nih.gov/gene/?term=79745
CREB3L3	CREB3L3	cAMP responsive element binding protein 3 like 3	84699	https://www.ncbi.nlm.nih.gov/gene/?term=84699
EDARADD	EDARADD	EDAR associated death domain	128178	https://www.ncbi.nlm.nih.gov/gene/?term=128178
EFCAB5	EFCAB5	EF-hand calcium binding domain 5	374786	https://www.ncbi.nlm.nih.gov/gene/?term=374786
EFHC1	EFHC1	EF-hand domain containing 1	114327	https://www.ncbi.nlm.nih.gov/gene/?term=114327
F8	F8	coagulation factor VIII	2157	https://www.ncbi.nlm.nih.gov/gene/?term=2157
FGF22	FGF22	fibroblast growth factor 22	27006	https://www.ncbi.nlm.nih.gov/gene/?term=27006
FOXD4	FOXD4	forkhead box D4	2298	https://www.ncbi.nlm.nih.gov/gene/?term=2298
HEATR6	HEATR6	HEAT repeat containing 6	63897	https://www.ncbi.nlm.nih.gov/gene/?term=63897
HES4	HES4	hes family bHLH transcription factor 4	57801	https://www.ncbi.nlm.nih.gov/gene/?term=57801
HKDC1	HKDC1	hexokinase domain containing 1	80201	https://www.ncbi.nlm.nih.gov/gene/?term=80201
HTR4	HTR4	5-hydroxytryptamine receptor 4	3360	https://www.ncbi.nlm.nih.gov/gene/?term=3360
IGSF11	IGSF11	immunoglobulin superfamily member 11	152404	https://www.ncbi.nlm.nih.gov/gene/?term=152404
KRT31	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
LIAS	LIAS	lipoic acid synthetase	11019	https://www.ncbi.nlm.nih.gov/gene/?term=11019
MAP2K6	MAP2K6	mitogen-activated protein kinase kinase 6	5608	https://www.ncbi.nlm.nih.gov/gene/?term=5608
MIS18A	MIS18A	MIS18 kinetochore protein A	54069	https://www.ncbi.nlm.nih.gov/gene/?term=54069
NCL	NCL	nucleolin	4691	https://www.ncbi.nlm.nih.gov/gene/?term=4691
NECTIN1	NECTIN1	nectin cell adhesion molecule 1	5818	https://www.ncbi.nlm.nih.gov/gene/?term=5818
NLRP1	NLRP1	NLR family pyrin domain containing 1	22861	https://www.ncbi.nlm.nih.gov/gene/?term=22861
NR5A1	NR5A1	nuclear receptor subfamily 5 group A member 1	2516	https://www.ncbi.nlm.nih.gov/gene/?term=2516
OGG1	OGG1	8-oxoguanine DNA glycosylase	4968	https://www.ncbi.nlm.nih.gov/gene/?term=4968
OR5B2	OR5B2	olfactory receptor family 5 subfamily B member 2	390190	https://www.ncbi.nlm.nih.gov/gene/?term=390190
OSCAR	OSCAR	osteoclast associated, immunoglobulin-like receptor	126014	https://www.ncbi.nlm.nih.gov/gene/?term=126014
RXFP1	RXFP1	relaxin family peptide receptor 1	59350	https://www.ncbi.nlm.nih.gov/gene/?term=59350
SCLT1	SCLT1	sodium channel and clathrin linker 1	132320	https://www.ncbi.nlm.nih.gov/gene/?term=132320
SENP7	SENP7	SUMO specific peptidase 7	57337	https://www.ncbi.nlm.nih.gov/gene/?term=57337
SMS	SMS	spermine synthase	6611	https://www.ncbi.nlm.nih.gov/gene/?term=6611
SPDL1	SPDL1	spindle apparatus coiled-coil protein 1	54908	https://www.ncbi.nlm.nih.gov/gene/?term=54908
SPINK9	SPINK9	serine peptidase inhibitor, Kazal type 9	643394	https://www.ncbi.nlm.nih.gov/gene/?term=643394
SYTL2	SYTL2	synaptotagmin like 2	54843	https://www.ncbi.nlm.nih.gov/gene/?term=54843
TDRD6	TDRD6	tudor domain containing 6	221400	https://www.ncbi.nlm.nih.gov/gene/?term=221400
TJP2	TJP2	tight junction protein 2	9414	https://www.ncbi.nlm.nih.gov/gene/?term=9414
TNNT2	TNNT2	troponin T2, cardiac type	7139	https://www.ncbi.nlm.nih.gov/gene/?term=7139
TNS3	TNS3	tensin 3	64759	https://www.ncbi.nlm.nih.gov/gene/?term=64759
TRIOBP	TRIOBP	TRIO and F-actin binding protein	11078	https://www.ncbi.nlm.nih.gov/gene/?term=11078
USP2	USP2	ubiquitin specific peptidase 2	9099	https://www.ncbi.nlm.nih.gov/gene/?term=9099
WBP1	WBP1	WW domain binding protein 1	23559	https://www.ncbi.nlm.nih.gov/gene/?term=23559
ZNF831	ZNF831	zinc finger protein 831	128611	https://www.ncbi.nlm.nih.gov/gene/?term=128611
