userId	geneSymbol	geneName	entrezgene	gLink
PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
IDH3G	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	3421	https://www.ncbi.nlm.nih.gov/gene/?term=3421
ADGRG5	ADGRG5	adhesion G protein-coupled receptor G5	221188	https://www.ncbi.nlm.nih.gov/gene/?term=221188
ZNF233	ZNF233	zinc finger protein 233	353355	https://www.ncbi.nlm.nih.gov/gene/?term=353355
ARHGAP35	ARHGAP35	Rho GTPase activating protein 35	2909	https://www.ncbi.nlm.nih.gov/gene/?term=2909
RRP1B	RRP1B	ribosomal RNA processing 1B	23076	https://www.ncbi.nlm.nih.gov/gene/?term=23076
ITGB2	ITGB2	integrin subunit beta 2	3689	https://www.ncbi.nlm.nih.gov/gene/?term=3689
PCNT	PCNT	pericentrin	5116	https://www.ncbi.nlm.nih.gov/gene/?term=5116
TMEM190	TMEM190	transmembrane protein 190	147744	https://www.ncbi.nlm.nih.gov/gene/?term=147744
DMKN	DMKN	dermokine	93099	https://www.ncbi.nlm.nih.gov/gene/?term=93099
TTC7A	TTC7A	tetratricopeptide repeat domain 7A	57217	https://www.ncbi.nlm.nih.gov/gene/?term=57217
MPP3	MPP3	membrane palmitoylated protein 3	4356	https://www.ncbi.nlm.nih.gov/gene/?term=4356
TREML1	TREML1	triggering receptor expressed on myeloid cells like 1	340205	https://www.ncbi.nlm.nih.gov/gene/?term=340205
WDR90	WDR90	WD repeat domain 90	197335	https://www.ncbi.nlm.nih.gov/gene/?term=197335
ZG16B	ZG16B	zymogen granule protein 16B	124220	https://www.ncbi.nlm.nih.gov/gene/?term=124220
RPL29	RPL29	ribosomal protein L29	6159	https://www.ncbi.nlm.nih.gov/gene/?term=6159
ACOT11	ACOT11	acyl-CoA thioesterase 11	26027	https://www.ncbi.nlm.nih.gov/gene/?term=26027
NOL9	NOL9	nucleolar protein 9	79707	https://www.ncbi.nlm.nih.gov/gene/?term=79707
MAST4	MAST4	microtubule associated serine/threonine kinase family member 4	375449	https://www.ncbi.nlm.nih.gov/gene/?term=375449
TTLL10	TTLL10	tubulin tyrosine ligase like 10	254173	https://www.ncbi.nlm.nih.gov/gene/?term=254173
CCDC27	CCDC27	coiled-coil domain containing 27	148870	https://www.ncbi.nlm.nih.gov/gene/?term=148870
SNX7	SNX7	sorting nexin 7	51375	https://www.ncbi.nlm.nih.gov/gene/?term=51375
GBP4	GBP4	guanylate binding protein 4	115361	https://www.ncbi.nlm.nih.gov/gene/?term=115361
AGL	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	https://www.ncbi.nlm.nih.gov/gene/?term=178
ZNF281	ZNF281	zinc finger protein 281	23528	https://www.ncbi.nlm.nih.gov/gene/?term=23528
PEA15	PEA15	proliferation and apoptosis adaptor protein 15	8682	https://www.ncbi.nlm.nih.gov/gene/?term=8682
WDR64	WDR64	WD repeat domain 64	128025	https://www.ncbi.nlm.nih.gov/gene/?term=128025
CNST	CNST	consortin, connexin sorting protein	163882	https://www.ncbi.nlm.nih.gov/gene/?term=163882
PIGR	PIGR	polymeric immunoglobulin receptor	5284	https://www.ncbi.nlm.nih.gov/gene/?term=5284
DISC1	DISC1	DISC1 scaffold protein	27185	https://www.ncbi.nlm.nih.gov/gene/?term=27185
CFAP221	CFAP221	cilia and flagella associated protein 221	200373	https://www.ncbi.nlm.nih.gov/gene/?term=200373
TDRD10	TDRD10	tudor domain containing 10	126668	https://www.ncbi.nlm.nih.gov/gene/?term=126668
PBXIP1	PBXIP1	PBX homeobox interacting protein 1	57326	https://www.ncbi.nlm.nih.gov/gene/?term=57326
INAVA	INAVA	innate immunity activator	55765	https://www.ncbi.nlm.nih.gov/gene/?term=55765
IGFN1	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	91156	https://www.ncbi.nlm.nih.gov/gene/?term=91156
LMOD1	LMOD1	leiomodin 1	25802	https://www.ncbi.nlm.nih.gov/gene/?term=25802
NEK10	NEK10	NIMA related kinase 10	152110	https://www.ncbi.nlm.nih.gov/gene/?term=152110
ANKZF1	ANKZF1	ankyrin repeat and zinc finger domain containing 1	55139	https://www.ncbi.nlm.nih.gov/gene/?term=55139
GLB1L	GLB1L	galactosidase beta 1 like	79411	https://www.ncbi.nlm.nih.gov/gene/?term=79411
SPTA1	SPTA1	spectrin alpha, erythrocytic 1	6708	https://www.ncbi.nlm.nih.gov/gene/?term=6708
ADAMTS9	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	https://www.ncbi.nlm.nih.gov/gene/?term=56999
ZNF513	ZNF513	zinc finger protein 513	130557	https://www.ncbi.nlm.nih.gov/gene/?term=130557
FBXW12	FBXW12	F-box and WD repeat domain containing 12	285231	https://www.ncbi.nlm.nih.gov/gene/?term=285231
HSPA4L	HSPA4L	heat shock protein family A (Hsp70) member 4 like	22824	https://www.ncbi.nlm.nih.gov/gene/?term=22824
CAMKV	CAMKV	CaM kinase like vesicle associated	79012	https://www.ncbi.nlm.nih.gov/gene/?term=79012
PRSS12	PRSS12	serine protease 12	8492	https://www.ncbi.nlm.nih.gov/gene/?term=8492
FRMPD1	FRMPD1	FERM and PDZ domain containing 1	22844	https://www.ncbi.nlm.nih.gov/gene/?term=22844
GFM2	GFM2	G elongation factor mitochondrial 2	84340	https://www.ncbi.nlm.nih.gov/gene/?term=84340
ACSL6	ACSL6	acyl-CoA synthetase long chain family member 6	23305	https://www.ncbi.nlm.nih.gov/gene/?term=23305
ST6GALNAC2	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	10610	https://www.ncbi.nlm.nih.gov/gene/?term=10610
PTPN21	PTPN21	protein tyrosine phosphatase, non-receptor type 21	11099	https://www.ncbi.nlm.nih.gov/gene/?term=11099
TMEM71	TMEM71	transmembrane protein 71	137835	https://www.ncbi.nlm.nih.gov/gene/?term=137835
CFAP47	CFAP47	cilia and flagella associated protein 47	286464	https://www.ncbi.nlm.nih.gov/gene/?term=286464
ATP7A	ATP7A	ATPase copper transporting alpha	538	https://www.ncbi.nlm.nih.gov/gene/?term=538
STOX1	STOX1	storkhead box 1	219736	https://www.ncbi.nlm.nih.gov/gene/?term=219736
METTL17	METTL17	methyltransferase like 17	64745	https://www.ncbi.nlm.nih.gov/gene/?term=64745
AGBL2	AGBL2	ATP/GTP binding protein like 2	79841	https://www.ncbi.nlm.nih.gov/gene/?term=79841
SMCO2	SMCO2	single-pass membrane protein with coiled-coil domains 2	341346	https://www.ncbi.nlm.nih.gov/gene/?term=341346
TCP11L2	TCP11L2	t-complex 11 like 2	255394	https://www.ncbi.nlm.nih.gov/gene/?term=255394
GPR176	GPR176	G protein-coupled receptor 176	11245	https://www.ncbi.nlm.nih.gov/gene/?term=11245
CMTM5	CMTM5	CKLF like MARVEL transmembrane domain containing 5	116173	https://www.ncbi.nlm.nih.gov/gene/?term=116173
MCM7	MCM7	minichromosome maintenance complex component 7	4176	https://www.ncbi.nlm.nih.gov/gene/?term=4176
SPP2	SPP2	secreted phosphoprotein 2	6694	https://www.ncbi.nlm.nih.gov/gene/?term=6694
PLEKHA7	PLEKHA7	pleckstrin homology domain containing A7	144100	https://www.ncbi.nlm.nih.gov/gene/?term=144100
ACSM1	ACSM1	acyl-CoA synthetase medium chain family member 1	116285	https://www.ncbi.nlm.nih.gov/gene/?term=116285
CCDC103	CCDC103	coiled-coil domain containing 103	388389	https://www.ncbi.nlm.nih.gov/gene/?term=388389
GPRC5B	GPRC5B	G protein-coupled receptor class C group 5 member B	51704	https://www.ncbi.nlm.nih.gov/gene/?term=51704
FBXO22	FBXO22	F-box protein 22	26263	https://www.ncbi.nlm.nih.gov/gene/?term=26263
LPO	LPO	lactoperoxidase	4025	https://www.ncbi.nlm.nih.gov/gene/?term=4025
TUBA1A	TUBA1A	tubulin alpha 1a	7846	https://www.ncbi.nlm.nih.gov/gene/?term=7846
ACADVL	ACADVL	acyl-CoA dehydrogenase very long chain	37	https://www.ncbi.nlm.nih.gov/gene/?term=37
CD300A	CD300A	CD300a molecule	11314	https://www.ncbi.nlm.nih.gov/gene/?term=11314
TEKT1	TEKT1	tektin 1	83659	https://www.ncbi.nlm.nih.gov/gene/?term=83659
KRT24	KRT24	keratin 24	192666	https://www.ncbi.nlm.nih.gov/gene/?term=192666
NLRC3	NLRC3	NLR family CARD domain containing 3	197358	https://www.ncbi.nlm.nih.gov/gene/?term=197358
RAB3IL1	RAB3IL1	RAB3A interacting protein like 1	5866	https://www.ncbi.nlm.nih.gov/gene/?term=5866
C2CD3	C2CD3	C2 calcium dependent domain containing 3	26005	https://www.ncbi.nlm.nih.gov/gene/?term=26005
ULK4	ULK4	unc-51 like kinase 4	54986	https://www.ncbi.nlm.nih.gov/gene/?term=54986
SAC3D1	SAC3D1	SAC3 domain containing 1	29901	https://www.ncbi.nlm.nih.gov/gene/?term=29901
MAP4K2	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	5871	https://www.ncbi.nlm.nih.gov/gene/?term=5871
