geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	301	137	85.68217568463945	1.5989323205825232	1.3436451951065465e-10	2.3218188971441123e-7	101;10319;10536;10753;11095;11096;11117;11131;1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;140766;1462;1463;1511;1634;164656;169044;170690;170692;1758;1834;2;2192;2200;2201;2243;2244;2266;22795;22801;23127;2335;255631;256076;283208;284217;3371;3383;340267;351;3655;3672;3676;3679;3681;3682;3684;3685;3687;3689;3691;3695;3696;375790;3791;3908;3909;3910;3911;3912;3913;3914;3915;3918;4017;4053;4054;4236;4314;4316;4317;4318;4320;4321;4322;4326;4327;440854;4684;4921;5045;5175;5339;5340;5351;5644;5663;56999;57642;5802;58494;634;6382;63923;64175;7040;7042;7043;7092;7093;726;7373;7450;780;7837;80274;8038;831;84034;84570;84695;8515;8516;85301;8751;8974;9508;9510;9644;999	SCUBE1;ITGB2;DDR2;ADAMTS9;FBN1;P4HA2;LTBP3;COL4A3;COL22A1;ITGAM;COL24A1;FGG;FGA;FGB;LAMB2;COL6A5;A2M;FBLN1;ITGA8;PLEC;CEACAM1;PSEN1;COL4A4;TMPRSS6;COL4A1;COL14A1;AGRN;PLOD1;COL16A1;LAMA2;COL27A1;LAMB3;COL4A6;MMP17;COLGALT2;COL11A2;COL5A2;COL15A1;DDR1;PRSS1;NID2;COL6A6;ITGA1;CAPN14;COL28A1;PECAM1;MMP12;ITGA6;COL9A3;TGFB2;TLL2;CTSG;MMP9;COL20A1;LAMA1;DCN;TGFB1;PTPRS;ITGB8;SH3PXD2A;VWF;P3H3;COL12A1;COL9A1;LAMA4;COL7A1;ITGA4;LOXL3;FN1;SDC1;P3H1;MMP8;LTBP2;TGFB3;TNN;PLG;TLL1;VCAN;CDH1;TNC;KDR;NCAN;PXDN;LAMA5;EMILIN2;LOXL2;LAMC3;ADAMTS8;ITGA7;CAPN9;LAMC1;LAMA3;CAPN11;MMP7;ITGA11;EMILIN1;FBN2;COL2A1;ITGB7;LAMC2;FURIN;ITGAX;ADAMTS18;APP;COL11A1;ITGA10;ADAM15;ADAMTS16;ADAM12;CAPN5;NCAM1;ADAM8;DSPP;DMP1;CAST;JAM2;ADAMTS1;ADAMTS5;ADAMTS3;ITGAD;COL1A2;ITGAE;COL25A1;ICAM1;MMP11;MMP13;ADAMTS14;COL6A2;P4HA3;MMP3;COL3A1;LAMB1;MMP19;ITGB4;ITGAV;MFAP1;COL17A1
R-HSA-1474290	Collagen formation	http://reactome.org/PathwayBrowser/#/R-HSA-1474290	90	50	25.619255188098172	1.9516570498594465	5.9273554287031516e-8	5.121235090399523e-5	10536;1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;140766;169044;23127;255631;256076;283208;340267;3655;3691;3909;3914;3918;4017;4314;4316;4318;4322;5339;5351;57642;64175;7092;7093;7373;7837;84570;84695;85301;8974;9508	P4HA2;COL4A3;COL22A1;COL24A1;COL6A5;PLEC;COL4A4;COL4A1;COL14A1;PLOD1;COL16A1;COL27A1;LAMB3;COL4A6;COLGALT2;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;ITGA6;COL9A3;TLL2;MMP9;COL20A1;P3H3;COL12A1;COL9A1;COL7A1;LOXL3;P3H1;TLL1;PXDN;LOXL2;LAMA3;MMP7;COL2A1;LAMC2;COL11A1;ADAMTS3;COL1A2;COL25A1;MMP13;ADAMTS14;COL6A2;P4HA3;MMP3;COL3A1;ITGB4;COL17A1
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090	61	37	17.36416184971098	2.1308255659121174	1.501922290980673e-7	8.651072396048676e-5	1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1301;1302;1303;1306;1308;131873;255631;256076;3655;3691;3909;3914;3918;4017;4314;4316;4318;4322;5339;7092;7093;7373;7837;84695;85301	COL4A3;COL24A1;COL6A5;PLEC;COL4A4;COL4A1;COL14A1;COL27A1;LAMB3;COL4A6;COL11A2;COL5A2;COL15A1;COL6A6;ITGA6;COL9A3;TLL2;MMP9;COL12A1;COL9A1;COL7A1;LOXL3;TLL1;PXDN;LOXL2;LAMA3;MMP7;COL2A1;LAMC2;COL11A1;COL1A2;MMP13;COL6A2;MMP3;COL3A1;ITGB4;COL17A1
R-HSA-3000157	Laminin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000157	30	22	8.539751729366058	2.5761873058144693	4.405774594040679e-7	1.9032946246255733e-4	10319;1282;1285;1286;1288;1294;22795;284217;3655;3672;3679;3685;3691;3908;3909;3910;3911;3912;3913;3914;3915;3918	COL4A3;LAMB2;COL4A4;COL4A1;LAMA2;LAMB3;COL4A6;NID2;ITGA1;ITGA6;LAMA1;LAMA4;COL7A1;LAMA5;LAMC3;ITGA7;LAMC1;LAMA3;LAMC2;LAMB1;ITGB4;ITGAV
R-HSA-8874081	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081	30	21	8.539751729366058	2.4590878828229026	2.7977727266037533e-6	9.669102543142572e-4	10319;1278;1280;1281;1290;1301;1302;2335;255631;284217;3908;3909;3910;3911;3912;3913;3914;3915;3918;4233;85301	COL24A1;LAMB2;LAMA2;COL27A1;LAMB3;COL11A2;COL5A2;LAMA1;MET;LAMA4;FN1;LAMA5;LAMC3;LAMC1;LAMA3;COL2A1;LAMC2;COL11A1;COL1A2;COL3A1;LAMB1
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-1650814	67	37	19.072112195584197	1.9400053659796885	3.730221746933715e-6	0.0010450604134847807	10536;1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;140766;169044;23127;255631;256076;283208;340267;5351;57642;64175;7092;7093;7373;84570;85301;8974;9508	P4HA2;COL4A3;COL22A1;COL24A1;COL6A5;COL4A4;COL4A1;COL14A1;PLOD1;COL16A1;COL27A1;COL4A6;COLGALT2;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;COL9A3;TLL2;COL20A1;P3H3;COL12A1;COL9A1;COL7A1;P3H1;TLL1;COL2A1;COL11A1;ADAMTS3;COL1A2;COL25A1;ADAMTS14;COL6A2;P4HA3;COL3A1;COL17A1
R-HSA-1474228	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228	140	65	39.8521747370416	1.6310276773825376	4.233462323144366e-6	0.0010450604134847807	101;10753;11095;11096;11131;1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;1511;1634;164656;170690;170692;2;2200;2201;2335;256076;3909;3911;3912;3914;3915;3918;4314;4316;4317;4318;4320;4321;4322;4326;4327;440854;5045;5340;5644;5663;56999;7092;7093;726;7373;80274;831;84570;8751;9510;999	SCUBE1;ADAMTS9;FBN1;COL4A3;COL6A5;A2M;PSEN1;COL4A4;TMPRSS6;COL4A1;COL14A1;COL16A1;LAMB3;COL4A6;MMP17;COL11A2;COL5A2;COL15A1;PRSS1;COL6A6;CAPN14;MMP12;COL9A3;TLL2;CTSG;MMP9;DCN;COL12A1;COL9A1;COL7A1;FN1;MMP8;PLG;TLL1;CDH1;LAMA5;ADAMTS8;CAPN9;LAMC1;LAMA3;CAPN11;MMP7;FBN2;COL2A1;LAMC2;FURIN;ADAMTS18;COL11A1;ADAM15;ADAMTS16;CAPN5;ADAM8;CAST;ADAMTS1;ADAMTS5;COL1A2;COL25A1;MMP11;MMP13;COL6A2;MMP3;COL3A1;LAMB1;MMP19;COL17A1
R-HSA-8948216	Collagen chain trimerization	http://reactome.org/PathwayBrowser/#/R-HSA-8948216	44	27	12.524969203070217	2.1556939232538435	5.318736827408799e-6	0.0011488471547203005	1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;169044;255631;256076;340267;57642;7373;84570;85301	COL4A3;COL22A1;COL24A1;COL6A5;COL4A4;COL4A1;COL14A1;COL16A1;COL27A1;COL4A6;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;COL9A3;COL20A1;COL12A1;COL9A1;COL7A1;COL2A1;COL11A1;COL1A2;COL25A1;COL6A2;COL3A1;COL17A1
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	76	40	21.63403771439401	1.848938257761581	7.510855222991886e-6	0.001442084202814442	1278;1280;1281;1282;1285;1286;1288;1290;1292;1297;1299;131873;1462;1463;1634;1758;1834;2335;256076;284217;3371;351;3679;3685;3687;375790;3908;3909;3910;3911;3912;3913;3915;4684;5802;63923;7040;7042;7043;8516	COL4A3;LAMB2;COL6A5;ITGA8;COL4A4;COL4A1;AGRN;LAMA2;COL4A6;COL5A2;COL6A6;COL9A3;TGFB2;LAMA1;DCN;TGFB1;PTPRS;COL9A1;LAMA4;FN1;TGFB3;TNN;VCAN;TNC;NCAN;LAMA5;ITGA7;LAMC1;LAMA3;COL2A1;ITGAX;APP;NCAM1;DSPP;DMP1;COL1A2;COL6A2;COL3A1;LAMB1;ITGAV
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	85	43	24.19596323320383	1.777155948930837	1.2929784897086627e-5	0.0022342668302165695	1278;1280;1281;1282;1285;1286;1288;1290;1292;1294;1297;1299;1307;131873;2200;2243;2244;2266;22801;2335;256076;3371;3383;3655;3672;3676;3679;3681;3682;3684;3685;3687;3689;3695;3696;375790;3791;5175;58494;7450;8515;8516;999	ITGB2;FBN1;COL4A3;ITGAM;FGG;FGA;FGB;COL6A5;ITGA8;COL4A4;COL4A1;AGRN;COL16A1;COL4A6;COL5A2;COL6A6;ITGA1;PECAM1;ITGA6;COL9A3;ITGB8;VWF;COL9A1;COL7A1;ITGA4;FN1;CDH1;TNC;KDR;ITGA7;ITGA11;COL2A1;ITGB7;ITGAX;ITGA10;JAM2;ITGAD;COL1A2;ITGAE;ICAM1;COL6A2;COL3A1;ITGAV
