userId	geneSymbol	geneName	entrezgene	gLink
PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
NDUFS2	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720	https://www.ncbi.nlm.nih.gov/gene/?term=4720
NAV3	NAV3	neuron navigator 3	89795	https://www.ncbi.nlm.nih.gov/gene/?term=89795
CFAP298	CFAP298	cilia and flagella associated protein 298	56683	https://www.ncbi.nlm.nih.gov/gene/?term=56683
GART	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	https://www.ncbi.nlm.nih.gov/gene/?term=2618
ATP5MC1	ATP5MC1	ATP synthase membrane subunit c locus 1	516	https://www.ncbi.nlm.nih.gov/gene/?term=516
HLCS	HLCS	holocarboxylase synthetase	3141	https://www.ncbi.nlm.nih.gov/gene/?term=3141
CYB5R1	CYB5R1	cytochrome b5 reductase 1	51706	https://www.ncbi.nlm.nih.gov/gene/?term=51706
CHCHD6	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	84303	https://www.ncbi.nlm.nih.gov/gene/?term=84303
C16orf86	C16orf86	chromosome 16 open reading frame 86	388284	https://www.ncbi.nlm.nih.gov/gene/?term=388284
RGS12	RGS12	regulator of G protein signaling 12	6002	https://www.ncbi.nlm.nih.gov/gene/?term=6002
PTGIR	PTGIR	prostaglandin I2 receptor	5739	https://www.ncbi.nlm.nih.gov/gene/?term=5739
CILP2	CILP2	cartilage intermediate layer protein 2	148113	https://www.ncbi.nlm.nih.gov/gene/?term=148113
FTCD	FTCD	formimidoyltransferase cyclodeaminase	10841	https://www.ncbi.nlm.nih.gov/gene/?term=10841
C21orf58	C21orf58	chromosome 21 open reading frame 58	54058	https://www.ncbi.nlm.nih.gov/gene/?term=54058
PCNT	PCNT	pericentrin	5116	https://www.ncbi.nlm.nih.gov/gene/?term=5116
GPSM1	GPSM1	G protein signaling modulator 1	26086	https://www.ncbi.nlm.nih.gov/gene/?term=26086
NLRP4	NLRP4	NLR family pyrin domain containing 4	147945	https://www.ncbi.nlm.nih.gov/gene/?term=147945
CD3G	CD3G	CD3g molecule	917	https://www.ncbi.nlm.nih.gov/gene/?term=917
FLAD1	FLAD1	flavin adenine dinucleotide synthetase 1	80308	https://www.ncbi.nlm.nih.gov/gene/?term=80308
CCR5	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)	1234	https://www.ncbi.nlm.nih.gov/gene/?term=1234
NBEAL2	NBEAL2	neurobeachin like 2	23218	https://www.ncbi.nlm.nih.gov/gene/?term=23218
PTH1R	PTH1R	parathyroid hormone 1 receptor	5745	https://www.ncbi.nlm.nih.gov/gene/?term=5745
FGFR4	FGFR4	fibroblast growth factor receptor 4	2264	https://www.ncbi.nlm.nih.gov/gene/?term=2264
FTSJ1	FTSJ1	FtsJ RNA methyltransferase homolog 1	24140	https://www.ncbi.nlm.nih.gov/gene/?term=24140
HK3	HK3	hexokinase 3	3101	https://www.ncbi.nlm.nih.gov/gene/?term=3101
RECQL4	RECQL4	RecQ like helicase 4	9401	https://www.ncbi.nlm.nih.gov/gene/?term=9401
LRWD1	LRWD1	leucine rich repeats and WD repeat domain containing 1	222229	https://www.ncbi.nlm.nih.gov/gene/?term=222229
CCDC116	CCDC116	coiled-coil domain containing 116	164592	https://www.ncbi.nlm.nih.gov/gene/?term=164592
NPHS1	NPHS1	NPHS1, nephrin	4868	https://www.ncbi.nlm.nih.gov/gene/?term=4868
MPP3	MPP3	membrane palmitoylated protein 3	4356	https://www.ncbi.nlm.nih.gov/gene/?term=4356
LSM12	LSM12	LSM12 homolog	124801	https://www.ncbi.nlm.nih.gov/gene/?term=124801
KRT84	KRT84	keratin 84	3890	https://www.ncbi.nlm.nih.gov/gene/?term=3890
ALOX15	ALOX15	arachidonate 15-lipoxygenase	246	https://www.ncbi.nlm.nih.gov/gene/?term=246
RASGRP2	RASGRP2	RAS guanyl releasing protein 2	10235	https://www.ncbi.nlm.nih.gov/gene/?term=10235
TNFSF13	TNFSF13	TNF superfamily member 13	8741	https://www.ncbi.nlm.nih.gov/gene/?term=8741
MYCBP2	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	23077	https://www.ncbi.nlm.nih.gov/gene/?term=23077
WDR90	WDR90	WD repeat domain 90	197335	https://www.ncbi.nlm.nih.gov/gene/?term=197335
ZG16B	ZG16B	zymogen granule protein 16B	124220	https://www.ncbi.nlm.nih.gov/gene/?term=124220
RPS6KA4	RPS6KA4	ribosomal protein S6 kinase A4	8986	https://www.ncbi.nlm.nih.gov/gene/?term=8986
NOL9	NOL9	nucleolar protein 9	79707	https://www.ncbi.nlm.nih.gov/gene/?term=79707
KIAA1522	KIAA1522	KIAA1522	57648	https://www.ncbi.nlm.nih.gov/gene/?term=57648
MAST4	MAST4	microtubule associated serine/threonine kinase family member 4	375449	https://www.ncbi.nlm.nih.gov/gene/?term=375449
TTLL10	TTLL10	tubulin tyrosine ligase like 10	254173	https://www.ncbi.nlm.nih.gov/gene/?term=254173
IL23R	IL23R	interleukin 23 receptor	149233	https://www.ncbi.nlm.nih.gov/gene/?term=149233
ADGRF5	ADGRF5	adhesion G protein-coupled receptor F5	221395	https://www.ncbi.nlm.nih.gov/gene/?term=221395
SNX7	SNX7	sorting nexin 7	51375	https://www.ncbi.nlm.nih.gov/gene/?term=51375
NUP133	NUP133	nucleoporin 133	55746	https://www.ncbi.nlm.nih.gov/gene/?term=55746
AGL	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	https://www.ncbi.nlm.nih.gov/gene/?term=178
OLFML2B	OLFML2B	olfactomedin like 2B	25903	https://www.ncbi.nlm.nih.gov/gene/?term=25903
