geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	301	120	68.51151331374965	1.7515304245354784	1.1701417612641762e-11	2.0220049634644965e-8	101;10319;10536;10753;11095;11096;11117;11131;1280;1282;1285;1286;1288;1290;1294;1297;1299;1301;1302;1303;1306;1307;131873;1462;1463;1511;1634;164656;169044;170690;170692;1758;1834;2;2192;2200;2201;2243;2244;2266;22795;22801;23127;2335;255631;256076;284217;3371;340267;351;3655;3672;3676;3679;3681;3684;3687;3689;3695;3696;375790;3791;3908;3909;3910;3911;3913;3914;3915;3918;4017;4053;4054;4316;4317;4318;4321;4326;440854;4684;4921;5045;5175;5339;5340;5351;5644;5663;56999;57642;5802;58494;634;6382;63923;64175;7040;7042;7043;7092;7093;726;7373;7450;780;7837;80274;8038;831;84034;84695;8515;8516;85301;8751;8974;9508;9510;9644;999	SCUBE1;ITGB2;DDR2;ADAMTS9;FBN1;P4HA2;LTBP3;COL4A3;COL22A1;ITGAM;COL24A1;FGG;FGA;FGB;LAMB2;COL6A5;A2M;FBLN1;ITGA8;PLEC;CEACAM1;PSEN1;COL4A4;TMPRSS6;COL4A1;COL14A1;AGRN;PLOD1;COL16A1;LAMA2;COL27A1;LAMB3;COL4A6;MMP17;COLGALT2;COL11A2;COL5A2;COL15A1;DDR1;PRSS1;NID2;COL6A6;ITGA1;CAPN14;COL28A1;PECAM1;MMP12;ITGA6;COL9A3;TGFB2;TLL2;CTSG;MMP9;COL20A1;LAMA1;DCN;TGFB1;PTPRS;ITGB8;SH3PXD2A;VWF;P3H3;COL12A1;COL9A1;LAMA4;COL7A1;ITGA4;LOXL3;FN1;SDC1;P3H1;MMP8;LTBP2;TGFB3;TNN;PLG;TLL1;VCAN;CDH1;TNC;KDR;NCAN;PXDN;LAMA5;EMILIN2;LOXL2;LAMC3;ADAMTS8;ITGA7;CAPN9;LAMC1;LAMA3;CAPN11;MMP7;ITGA11;EMILIN1;FBN2;COL2A1;ITGB7;LAMC2;FURIN;ITGAX;ADAMTS18;APP;COL11A1;ITGA10;ADAM15;ADAMTS16;ADAM12;CAPN5;NCAM1;ADAM8;DSPP;DMP1;CAST;JAM2;ADAMTS1;ADAMTS5;ADAMTS3;ITGAD
R-HSA-3000157	Laminin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000157	30	19	6.828390031270729	2.7825006938662225	2.2313106567972696e-6	0.001927852407472841	10319;1282;1285;1286;1288;1294;22795;284217;3655;3672;3679;3908;3909;3910;3911;3913;3914;3915;3918	COL4A3;LAMB2;COL4A4;COL4A1;LAMA2;LAMB3;COL4A6;NID2;ITGA1;ITGA6;LAMA1;LAMA4;COL7A1;LAMA5;LAMC3;ITGA7;LAMC1;LAMA3;LAMC2
R-HSA-1474290	Collagen formation	http://reactome.org/PathwayBrowser/#/R-HSA-1474290	90	40	20.485170093812187	1.9526320658710334	3.985173495757444e-6	0.0019615222105053526	10536;1280;1282;1285;1286;1288;1290;1294;1297;1299;1301;1302;1303;1306;1307;131873;169044;23127;255631;256076;340267;3655;3909;3914;3918;4017;4316;4318;5339;5351;57642;64175;7092;7093;7373;7837;84695;85301;8974;9508	P4HA2;COL4A3;COL22A1;COL24A1;COL6A5;PLEC;COL4A4;COL4A1;COL14A1;PLOD1;COL16A1;COL27A1;LAMB3;COL4A6;COLGALT2;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;ITGA6;COL9A3;TLL2;MMP9;COL20A1;P3H3;COL12A1;COL9A1;COL7A1;LOXL3;P3H1;TLL1;PXDN;LOXL2;LAMA3;MMP7;COL2A1;LAMC2;COL11A1;ADAMTS3
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090	61	30	13.884393063583815	2.1606994171523732	5.285162596235793e-6	0.0019615222105053526	1280;1282;1285;1286;1288;1290;1294;1297;1299;1301;1302;1303;1306;131873;255631;256076;3655;3909;3914;3918;4017;4316;4318;5339;7092;7093;7373;7837;84695;85301	COL4A3;COL24A1;COL6A5;PLEC;COL4A4;COL4A1;COL14A1;COL27A1;LAMB3;COL4A6;COL11A2;COL5A2;COL15A1;COL6A6;ITGA6;COL9A3;TLL2;MMP9;COL12A1;COL9A1;COL7A1;LOXL3;TLL1;PXDN;LOXL2;LAMA3;MMP7;COL2A1;LAMC2;COL11A1
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	76	35	17.29858807921918	2.023286515622946	5.970936693633355e-6	0.0019615222105053526	1280;1282;1285;1286;1288;1290;1297;1299;131873;1462;1463;1634;1758;1834;2335;256076;284217;3371;351;3679;3687;375790;3908;3909;3910;3911;3913;3915;4684;5802;63923;7040;7042;7043;8516	COL4A3;LAMB2;COL6A5;ITGA8;COL4A4;COL4A1;AGRN;LAMA2;COL4A6;COL5A2;COL6A6;COL9A3;TGFB2;LAMA1;DCN;TGFB1;PTPRS;COL9A1;LAMA4;FN1;TGFB3;TNN;VCAN;TNC;NCAN;LAMA5;ITGA7;LAMC1;LAMA3;COL2A1;ITGAX;APP;NCAM1;DSPP;DMP1
R-HSA-1474228	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228	140	55	31.86582014593007	1.7259872725110026	7.48207504375209e-6	0.0019615222105053526	101;10753;11095;11096;11131;1280;1282;1285;1286;1288;1290;1294;1297;1299;1301;1302;1303;1306;1307;131873;1511;1634;164656;170690;170692;2;2200;2201;2335;256076;3909;3911;3914;3915;3918;4316;4317;4318;4321;4326;440854;5045;5340;5644;5663;56999;7092;7093;726;7373;80274;831;8751;9510;999	SCUBE1;ADAMTS9;FBN1;COL4A3;COL6A5;A2M;PSEN1;COL4A4;TMPRSS6;COL4A1;COL14A1;COL16A1;LAMB3;COL4A6;MMP17;COL11A2;COL5A2;COL15A1;PRSS1;COL6A6;CAPN14;MMP12;COL9A3;TLL2;CTSG;MMP9;DCN;COL12A1;COL9A1;COL7A1;FN1;MMP8;PLG;TLL1;CDH1;LAMA5;ADAMTS8;CAPN9;LAMC1;LAMA3;CAPN11;MMP7;FBN2;COL2A1;LAMC2;FURIN;ADAMTS18;COL11A1;ADAM15;ADAMTS16;CAPN5;ADAM8;CAST;ADAMTS1;ADAMTS5
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	http://reactome.org/PathwayBrowser/#/R-HSA-5083635	37	21	8.421681038567232	2.4935639219569277	7.945981176815664e-6	0.0019615222105053526	11095;11096;11173;11174;145173;170689;170690;170691;170692;171019;221981;339366;5199;56999;57188;80070;81792;9037;9508;9510;9719	ADAMTS9;ADAMTS15;ADAMTS20;ADAMTSL5;B3GLCT;ADAMTSL2;SEMA5A;CFP;ADAMTS6;ADAMTS8;ADAMTS7;ADAMTS17;ADAMTS18;THSD7A;ADAMTS16;ADAMTS19;ADAMTS12;ADAMTS1;ADAMTS5;ADAMTS3;ADAMTSL3
R-HSA-8874081	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081	30	18	6.828390031270729	2.636053288925895	1.239890955262446e-5	0.0026781644633668833	10319;1280;1290;1301;1302;2335;255631;284217;3908;3909;3910;3911;3913;3914;3915;3918;4233;85301	COL24A1;LAMB2;LAMA2;COL27A1;LAMB3;COL11A2;COL5A2;LAMA1;MET;LAMA4;FN1;LAMA5;LAMC3;LAMC1;LAMA3;COL2A1;LAMC2;COL11A1
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	http://reactome.org/PathwayBrowser/#/R-HSA-5173214	38	21	8.64929403960959	2.427943818747535	1.3964823308842966e-5	0.0026812460752978495	11095;11096;11173;11174;145173;170689;170690;170691;170692;171019;221981;339366;5199;56999;57188;80070;81792;9037;9508;9510;9719	ADAMTS9;ADAMTS15;ADAMTS20;ADAMTSL5;B3GLCT;ADAMTSL2;SEMA5A;CFP;ADAMTS6;ADAMTS8;ADAMTS7;ADAMTS17;ADAMTS18;THSD7A;ADAMTS16;ADAMTS19;ADAMTS12;ADAMTS1;ADAMTS5;ADAMTS3;ADAMTSL3
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	85	37	19.347105088600397	1.9124308174560416	1.6185342160413008e-5	0.0027968271253193677	1280;1282;1285;1286;1288;1290;1294;1297;1299;1307;131873;2200;2243;2244;2266;22801;2335;256076;3371;3655;3672;3676;3679;3681;3684;3687;3689;3695;3696;375790;3791;5175;58494;7450;8515;8516;999	ITGB2;FBN1;COL4A3;ITGAM;FGG;FGA;FGB;COL6A5;ITGA8;COL4A4;COL4A1;AGRN;COL16A1;COL4A6;COL5A2;COL6A6;ITGA1;PECAM1;ITGA6;COL9A3;ITGB8;VWF;COL9A1;COL7A1;ITGA4;FN1;CDH1;TNC;KDR;ITGA7;ITGA11;COL2A1;ITGB7;ITGAX;ITGA10;JAM2;ITGAD
R-HSA-5260271	Diseases of Immune System	http://reactome.org/PathwayBrowser/#/R-HSA-5260271	24	15	5.462712025016583	2.7458888426311407	3.3966958503661715e-5	0.004891242024527287	10333;114609;1147;148022;3551;4790;4792;51135;7096;7097;7098;7099;7100;7187;929	TLR3;CD14;TLR1;TLR6;TLR5;IRAK4;CHUK;NFKBIA;IKBKB;NFKB1;TICAM1;TRAF3;TLR4;TLR2;TIRAP
R-HSA-5602358	Diseases associated with the TLR signaling cascade	http://reactome.org/PathwayBrowser/#/R-HSA-5602358	24	15	5.462712025016583	2.7458888426311407	3.3966958503661715e-5	0.004891242024527287	10333;114609;1147;148022;3551;4790;4792;51135;7096;7097;7098;7099;7100;7187;929	TLR3;CD14;TLR1;TLR6;TLR5;IRAK4;CHUK;NFKBIA;IKBKB;NFKB1;TICAM1;TRAF3;TLR4;TLR2;TIRAP
