userId	geneSymbol	geneName	entrezgene	gLink
PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
NAV3	NAV3	neuron navigator 3	89795	https://www.ncbi.nlm.nih.gov/gene/?term=89795
IFNGR2	IFNGR2	interferon gamma receptor 2	3460	https://www.ncbi.nlm.nih.gov/gene/?term=3460
GART	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	https://www.ncbi.nlm.nih.gov/gene/?term=2618
SCUBE1	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	80274	https://www.ncbi.nlm.nih.gov/gene/?term=80274
ATP13A2	ATP13A2	ATPase cation transporting 13A2	23400	https://www.ncbi.nlm.nih.gov/gene/?term=23400
ALDH4A1	ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659	https://www.ncbi.nlm.nih.gov/gene/?term=8659
ADGRG5	ADGRG5	adhesion G protein-coupled receptor G5	221188	https://www.ncbi.nlm.nih.gov/gene/?term=221188
UROC1	UROC1	urocanate hydratase 1	131669	https://www.ncbi.nlm.nih.gov/gene/?term=131669
ZNF233	ZNF233	zinc finger protein 233	353355	https://www.ncbi.nlm.nih.gov/gene/?term=353355
ARHGAP35	ARHGAP35	Rho GTPase activating protein 35	2909	https://www.ncbi.nlm.nih.gov/gene/?term=2909
CILP2	CILP2	cartilage intermediate layer protein 2	148113	https://www.ncbi.nlm.nih.gov/gene/?term=148113
SLC37A1	SLC37A1	solute carrier family 37 member 1	54020	https://www.ncbi.nlm.nih.gov/gene/?term=54020
WDR4	WDR4	WD repeat domain 4	10785	https://www.ncbi.nlm.nih.gov/gene/?term=10785
RRP1B	RRP1B	ribosomal RNA processing 1B	23076	https://www.ncbi.nlm.nih.gov/gene/?term=23076
RRP1	RRP1	ribosomal RNA processing 1	8568	https://www.ncbi.nlm.nih.gov/gene/?term=8568
ICOSLG	ICOSLG	inducible T cell costimulator ligand	23308	https://www.ncbi.nlm.nih.gov/gene/?term=23308
PCNT	PCNT	pericentrin	5116	https://www.ncbi.nlm.nih.gov/gene/?term=5116
ZDHHC12	ZDHHC12	zinc finger DHHC-type containing 12	84885	https://www.ncbi.nlm.nih.gov/gene/?term=84885
NLRP4	NLRP4	NLR family pyrin domain containing 4	147945	https://www.ncbi.nlm.nih.gov/gene/?term=147945
SIK3	SIK3	SIK family kinase 3	23387	https://www.ncbi.nlm.nih.gov/gene/?term=23387
NBEAL2	NBEAL2	neurobeachin like 2	23218	https://www.ncbi.nlm.nih.gov/gene/?term=23218
AZGP1	AZGP1	alpha-2-glycoprotein 1, zinc-binding	563	https://www.ncbi.nlm.nih.gov/gene/?term=563
TONSL	TONSL	tonsoku like, DNA repair protein	4796	https://www.ncbi.nlm.nih.gov/gene/?term=4796
PPP1R16A	PPP1R16A	protein phosphatase 1 regulatory subunit 16A	84988	https://www.ncbi.nlm.nih.gov/gene/?term=84988
DMKN	DMKN	dermokine	93099	https://www.ncbi.nlm.nih.gov/gene/?term=93099
TTC7A	TTC7A	tetratricopeptide repeat domain 7A	57217	https://www.ncbi.nlm.nih.gov/gene/?term=57217
SHANK1	SHANK1	SH3 and multiple ankyrin repeat domains 1	50944	https://www.ncbi.nlm.nih.gov/gene/?term=50944
